Company,Net_Profit_Margin,ROE,Debt_to_Equity,EBITDA_Margin,free_cash_flow,Debt_to_Equity_Score,Net_Profit_Margin_Score,ROE_Score,EBITDA_Margin_Score,free_cash_flow_Score,Total_Score
AAL,-0.112656440566145,0.2809357787634124,-6.884085574206199,-0.0334572488554084,-1631200.0,0.45969378606427347,0.7688206820462393,0.58694095115141,0.5290067109049119,0.07614564305466306,0.528583311090267
AAPL,0.2435281990082162,1.4774314312573298,2.161000229287554,0.326607865793772,94336250.0,0.40044072135054765,0.8773985135801798,0.6422245727772897,0.6966998976267604,1.0,0.7441248181311123
ABBV,0.1383096156399838,0.5225840418792542,5.197398934585537,0.3512625445197103,20574000.0,0.3805497072805428,0.8453241219588906,0.5981062162460236,0.7081823253181635,0.2899094845117675,0.6194445592855888
ABNB,-0.1768245914475406,-0.1815798781007595,0.5031247669435696,-0.1944253125738463,2239974.25,0.4113012266228826,0.7492599320807988,0.5655705930420192,0.4540390273744189,0.11341245797323282,0.5003593794825824
ABT,0.14639949946753,0.1642590934657661,0.5005762188555005,0.2671619668902991,6577800.0,0.41131792179726445,0.8477902082123745,0.5815499497640566,0.6690141490799152,0.15517160879788405,0.5889961102634955
ACN,0.1127384049905684,0.2869613216116957,0.1597223177723973,0.1805634334841368,8457565.75,0.41355080700118396,0.8375291013613461,0.5872193590421705,0.6286825994754307,0.1732676380054343,0.5807029913706704
ADBE,0.3039857937942075,0.351042909252038,0.3112194009077212,0.3956829354138894,6615600.0,0.4125583712558546,0.8958281531891898,0.5901802241626665,0.7288702414794745,0.15553549983273526,0.6183058168083284
ADI,0.2153360655894761,0.0722381049486792,0.239995955421469,0.4346845994737475,2902802.6,0.4130249458706472,0.8688045418789289,0.5772981553674665,0.7470344930760919,0.11979333877244536,0.6075557929835534
ADM,0.0336854480553104,0.1277990666131196,0.4552984782151467,0.057871480034859,2100200.0,0.41161452980680024,0.8134309295518222,0.5798653282405352,0.5715412552519438,0.11206688663783455,0.5491808642374305
ADP,0.1864236401359079,0.8110562822225589,0.8592940598064451,0.2846649583864623,3191580.0,0.40896801247571624,0.8599909993750002,0.6114349652067642,0.6771658202686578,0.12257332572820323,0.5964307463194077
ADSK,0.1654985881331951,0.2533202497624093,-2.544927133309599,0.1845313686050773,1547975.0,0.43126857910800054,0.8536122942912984,0.5856649862508206,0.6305305865701659,0.10675075630130755,0.5765914381340674
AEE,0.151306001564427,0.1024122522159451,1.380243425691002,0.447336355443288,-1416800.0,0.4055553476143824,0.8492858857315804,0.5786923402413774,0.7529267975228211,0.07820961760154413,0.5975132332756146
AEP,0.1328648909796415,0.1024011371929369,1.6809838057501083,0.3895841470701463,-1824440.0,0.40358524035516885,0.8436643749309846,0.5786918266760125,0.7260298517530196,0.07428537047332308,0.5885978429465195
AES,0.0010192224004468,-0.0013846441620293,4.502532555500086,0.1846811541779048,-2304000.0,0.3851016776456486,0.8034730943396078,0.5738964445493704,0.6306003462303232,0.06966876770418931,0.5509529542000187
AJG,0.111583562542471,0.1158519427758469,0.7541064412914048,0.2302263234391132,1670060.0,0.4096570815351326,0.8371770640333815,0.5793133159767542,0.6518121056106773,0.10792603770315444,0.5742302352141897
AKAM,0.1622059474603003,0.1311806027109643,0.7502959675781632,0.3552835026106932,727981.4,0.40968204340397785,0.8526085795193458,0.5800215708158908,0.7100550068097012,0.09885688541042432,0.5914680264381958
ALB,0.1228031707425427,0.1035568209891028,0.5196720956853099,0.1356254652065218,-420834.4,0.4111928274366201,0.8405972023371555,0.578745224601507,0.6077536319118252,0.08779752640737024,0.5610629264173895
ALGN,0.2478327969276511,0.2224335164131292,0.032876878520183,0.218706854072395,513664.0,0.4143817533497248,0.878710709154577,0.584237876610947,0.6464471411949164,0.09679370603284164,0.5833061629800088
ALLE,0.1445573792040656,0.4960753525975764,1.832849853559596,0.2162405457257365,460120.0,0.40259038757497767,0.8472286639979169,0.5968813924491366,0.6452985069916479,0.09627825149395079,0.5770529173412658
AMAT,0.2443221077803273,0.4443370152994915,0.4635548513265241,0.3097606129510808,5090500.0,0.4115604434862393,0.8776405254002702,0.594490842465292,0.6888536237119652,0.1408537480535921,0.6025303544510446
AMCR,0.0610884837456848,0.1994947501683699,1.6643126793005094,0.1391743622318882,877000.0,0.40369445052252706,0.8217843560113786,0.5831779997355094,0.6094064603234619,0.10029144976402436,0.5590053665344439
AMD,0.1352586745081608,0.2219366913169713,0.0712902117773402,0.2106463715161765,2058250.0,0.4141301130921524,0.844394085861245,0.5842149209983853,0.6426931312912213,0.11166304460312532,0.575988002537397
AME,0.1895632586329191,0.1490569987802534,0.3802267923537775,0.3015248222199314,1216495.5,0.41210631369444384,0.8609480675086982,0.5808475428236194,0.6850179675023201,0.10355968703445653,0.5884479788832723
AMGN,0.2499337825179478,1.1297695268441958,7.370757102192442,0.4833307384800602,8603500.0,0.366312348459516,0.8793511647894722,0.6261609881439086,0.7696904676201151,0.17467251010206758,0.6316327664996357
AMT,0.2004296595805757,0.2367626798776082,5.294611133212863,0.5848347288841704,2893440.0,0.37991288405726253,0.8642605355951514,0.5848999500999182,0.8169639382323226,0.11970320739141631,0.6224778754962869
AMZN,0.0494808625564176,0.1816707389768319,0.8397612069331085,0.1394145582884498,14972400.0,0.4090959694039855,0.8182459374554741,0.5823544481509177,0.6095183268734943,0.23598429877571847,0.5788369198767278
ANET,0.3227984549233551,0.2951914347139664,0.01297468623455,0.3660284665396474,1363415.8,0.414512129767712,0.9015629258992839,0.5875996282539606,0.7150592606769863,0.10497405158492355,0.6082527744220675
ANSS,0.2426242469854144,0.1019332280902841,0.1880420572862491,0.3422162374250527,584210.25,0.4133652884340254,0.8771229566371185,0.578670207115814,0.7039691871855076,0.09747283693012666,0.5958980421175315
AON,0.1720110037324307,-1.0002327256324317,-3.9764340763861177,0.2803883290947015,2762200.0,0.4406461765547266,0.8555975117466547,0.5277450529562226,0.6751740649855554,0.11843979312120796,0.576459744045762
AOS,0.12215215715235,0.2412362060068614,0.1231327302181978,0.1786506376616771,494180.0,0.41379050016123775,0.8403987500849565,0.5851066476548551,0.6277917527536397,0.09660613849519505,0.5691942584137658
APD,0.1977982981546108,0.1592281867038988,0.6411755721260635,0.3768715426460015,-394960.0,0.4103968755231837,0.863458402415139,0.581317498651277,0.7201092083452398,0.08804661270874999,0.5954679568115447
APH,0.1494832874804025,0.2548873464520508,0.6528880711018541,0.2347528656323265,1749960.0,0.41032014861590516,0.8487302572154651,0.5857373933508888,0.6539202528716259,0.10869521478475797,0.5794332729387991
APTV,0.1058426288284753,0.1953033323245784,0.6039075480597349,0.1487278348150721,840000.0,0.4106410130238918,0.8354270218799899,0.5829843368854446,0.6138558007248357,0.09993526012673612,0.5641211801939672
ARE,0.1893429028000104,0.0240181822890219,0.5125091213990673,0.6764452554523313,1283407.8,0.41123975105770516,0.8608808951608629,0.5750701723793217,0.8596297242595234,0.10420383481464901,0.6306497482778948
ATO,0.2085949954767783,0.0901193325706956,0.7975270261538949,0.4229576505660808,-1194971.8,0.4093726394877425,0.8667496223407656,0.5781243506152314,0.7415728991786465,0.08034510155014693,0.5996007472149573
AVB,0.3727153132638416,0.0845973296819342,0.7298789633829563,0.7691175802118011,1230076.8,0.4098157922812269,0.9167793716226975,0.5778692085947126,0.902790021737881,0.1036904307728593,0.6558947943328745
AVGO,0.2371930448595232,0.3326946097218308,1.6704669818391806,0.5238581502001767,15503800.0,0.4036541345659387,0.8754673317618951,0.5893324480369514,0.7885653059325031,0.2410999521069339,0.6398716777054714
AVY,0.0770033897809948,0.3402255406239785,1.5236504717468884,0.1470413834210107,639080.0,0.40461590854603535,0.8266357892131172,0.5896804118039882,0.6130703694319508,0.09800105412879143,0.5625083915861863
AWK,0.2370727260004152,0.1214654751853386,1.527993963072381,0.5749740044441211,-776500.0,0.40458745495497117,0.8754306542655543,0.5795726870835894,0.8123715013717037,0.08437362367602146,0.6199584997271121
AXON,0.0407620158035696,0.0412577554530439,0.3783452309057772,0.0337524878303785,87018.0,0.41211863953464734,0.8155881207819864,0.5758667202295416,0.5603083129347479,0.09268649295201788,0.5430556263828364
AZO,0.1449674117196515,-1.1122519582022243,-4.794566610077912,0.2274604792713824,2460505.75,0.4460056458860755,0.8473536565901126,0.5225692473815833,0.6505239685388181,0.11553545891906071,0.5670426015540951
A,0.1816463654518753,0.2169142408524865,0.4950111133800488,0.2650607278741181,1202200.0,0.4113543780080777,0.8585347149982957,0.5839828606055752,0.6680355386776523,0.10342206787337939,0.5842870265521954
BAX,0.0529244932860119,0.0419980089052615,1.850424533006441,0.1071333746834526,1078750.0,0.4024752583610365,0.8192956794029927,0.5759009233557079,0.5944840057753523,0.10223364596194065,0.553002724863908
BA,-0.0842093233183683,0.3177680234999862,-3.529717904306561,-0.0272752244321819,-4618000.0,0.43771980273938105,0.7774923819484203,0.5886427708591576,0.5318858661847373,0.04739247525324361,0.5253861063100035
BBWI,0.1310758060475473,-0.7645871050134183,-5.363499669185185,0.2579748200724501,1126250.0,0.44973264506567867,0.8431189977844884,0.5386329682620105,0.6647354176391655,0.10269091644224312,0.5719987478943205
BBY,0.0361657457739028,0.529684460137833,1.2253969419082045,0.0659470055674584,2074500.0,0.4065697248047824,0.8141870131049062,0.5984342883418766,0.5753022711235721,0.11181947924112354,0.5544107875092356
BDX,0.0773283777660423,0.0592408209110379,0.6868340715958935,0.2209646151398363,2644200.0,0.41009777321695995,0.8267348571873376,0.5766976208553658,0.6474986486385761,0.11730383698066708,0.571338134539116
BEN,0.1408604770064862,0.0841853728460667,0.6768927530232427,0.2599801190373769,1218900.0,0.4101628973744883,0.8461017158384287,0.5778501742874897,0.6656693458651372,0.10358283454750679,0.5789590239173388
BF-B,0.226065861902497,0.2942282257604608,0.8913231722583774,0.3312030194789077,607250.0,0.408758194336445,0.8720753679815392,0.5875551235545734,0.6988399993294423,0.097694634773254,0.5951476373660213
BG,0.0293182552586605,0.1824623737259097,0.7651290994144924,0.0533257263517895,-1974000.0,0.4095848736767138,0.812099652817605,0.5823910253301517,0.5694241606205763,0.07284559419892228,0.542864036189593
BIIB,0.2142021750362092,0.2055978720734056,0.6040455686956372,0.3310813512747588,2349975.0,0.4106401088704268,0.868458891438703,0.5834599921367617,0.6987833347761536,0.11447140735820403,0.5959102765786779
BIO,0.1807265416761348,0.0240517105302444,0.0843339705780188,0.2895651364197097,297620.4,0.4140446652919747,0.8582543197766416,0.5750717215388174,0.6794479810125562,0.09471390896466743,0.5838050584559014
BKNG,0.14384882661647,0.3095874135556692,1.6576219696665897,0.2853641802222403,4601200.0,0.4037382804053532,0.8470126717990931,0.588264788921749,0.6774914689724523,0.13614338076912894,0.5889875675792283
BKR,-0.0738602616355959,-0.0703250834735517,0.4164551840376419,-0.0401844879882177,1239400.0,0.41186898667692795,0.7806471465033129,0.5707110780554128,0.5258736326862128,0.10378018286005838,0.5260618904079362
BLDR,0.0833869828193754,0.3739847717467417,0.9296192170624428,0.1445582314894969,1671430.2,0.4085073224187702,0.8285817369393605,0.5912402440991423,0.6119138906630599,0.10793922827183045,0.5649755844080422
BLK,0.3060671855581813,0.1408202700890394,0.2267146976060488,0.4346373792061934,4130800.0,0.41311194949293606,0.8964626359242538,0.5804669679410855,0.7470125011729003,0.13161495900209141,0.6170389650591672
BMY,0.0226986924184853,0.0474447623798214,1.3358862823277675,0.3014166216938739,13215400.0,0.405845924922693,0.8100817730467429,0.5761525885059734,0.6849675752530259,0.21907010437800384,0.5912455923504054
BRO,0.1954010920978447,0.1548219589232914,0.6966704048531852,0.3462810642499936,817420.0,0.41003333680323184,0.8627276481757234,0.5811139105906662,0.7058622996699284,0.09971788818052076,0.5933869815164808
BR,0.1045371625017712,0.3060157011509815,1.9236234345275447,0.2240122846685277,708860.0,0.4019957428160177,0.8350290690006532,0.5880997593232498,0.6489180402834436,0.09867280853122315,0.5730122127131219
BSX,0.0580328683080176,0.042169422002868,0.5513020858936543,0.2028677386555442,1266250.0,0.41098562389013904,0.8208528950179454,0.5759088434319823,0.6390703872939039,0.1040386610157662,0.5656623929773367
BWA,0.0526265617061227,0.0961112464692046,0.6096211926705548,0.122989253304018,648800.0,0.4106035837544264,0.8192048591898344,0.5784012046932964,0.601868566806065,0.09809462610918175,0.5556432099641189
BXP,0.2035478472068274,0.0723615910162496,1.7649691935345708,0.6546756482959485,1218496.5,0.4030350640798396,0.8652110708320975,0.5773038609937439,0.8494909614379891,0.10357895015511095,0.6288418222472082
CAG,0.0612841903340938,0.0818003183177719,1.045550361739516,0.1487631244961287,1112560.0,0.4077478740545287,0.8218440143869102,0.5777399737599538,0.6138722361939607,0.10255912627644648,0.559522712432126
CAH,0.0015420029216971,0.1243205227733832,-2.2856274666186907,0.0065077067729517,2736400.0,0.4295699440409071,0.803632456560936,0.5797046034597604,0.5476195964465916,0.11819142304980157,0.5434248719783831
CAT,0.1263821454073819,0.438804542513105,2.2402670496488897,0.211428669012734,6788800.0,0.3999214557362063,0.8416882019622026,0.5942352166871786,0.6430574708365562,0.15720285240512238,0.5833177958058733
CBOE,0.1496241878720222,0.1512120374699969,0.4346224255881488,0.2719780802562447,1293320.0,0.4117499756733125,0.8487732086998487,0.5809471155577657,0.6712571583720983,0.10429925705580384,0.5820642567831299
CBRE,0.0404299084924342,0.135143727458203,0.4826731577423729,0.0617243263742825,1197640.8,0.41143520219258145,0.8154868825822629,0.5802046854711976,0.573335642029005,0.10337817760866792,0.5489070493811747
CCI,0.1957875437386986,0.1698872554366373,3.5375097418488592,0.5736711375942207,1522800.0,0.3914234042129534,0.8628454524729744,0.581809996824151,0.8117647169734236,0.10650840294674724,0.6192236424309446
CCL,-1.454994824195677,-0.4152403978165019,3.3492684365383854,-0.8014552362370772,-4331200.0,0.3926565461076439,0.35962787953393077,0.5547743985602869,0.1713268783960636,0.05015342627957517,0.3182209576752709
CDNS,0.2399139979644806,0.2953618569367929,0.2248118702066267,0.3321052993844856,1030218.4,0.4131244146433488,0.8762967756935448,0.5876075025472468,0.6992602183024157,0.1017664445294807,0.5973685322795589
CDW,0.0483423153379053,0.8059497111114695,4.960985268452921,0.0866218314118397,1191440.0,0.38209841942798917,0.8178988674969471,0.6111990180518183,0.5849311612595731,0.1033184840761572,0.5572148762563072
CEG,0.0366337268804758,0.0695220618061593,0.6293445172951155,0.1981487391201536,-4695200.0,0.41047437907292994,0.8143296705025168,0.5771726616382602,0.6368726068424442,0.04664929038841517,0.5551385662113606
CF,0.0494808625564176,0.1816707389768319,0.8397612069331085,0.1394145582884498,14972400.0,0.4090959694039855,0.8182459374554741,0.5823544481509177,0.6095183268734943,0.23598429877571847,0.5788369198767278
CHD,0.1314319873863987,0.2076799883215674,0.724809504019934,0.2196265008890919,819975.0,0.4098490015851768,0.8432275746098438,0.5835561955175299,0.6468754484623416,0.09974248451898755,0.5743610774837946
CHRW,0.0310877352368763,0.4027557737378895,1.2453925219312212,0.0471323037642522,659681.0,0.4064387366170712,0.8126390536721926,0.592569597185015,0.5665396968717593,0.09819937474278535,0.5483108668053667
CHTR,0.0838274109499124,0.2641745836886515,5.421913449145874,0.3808598859676815,5738800.0,0.37907894477486537,0.8287159952033256,0.58616650657689,0.721966700154756,0.1470947681036993,0.5941844101767844
CLX,0.0553410124669988,0.6965488724762535,5.760244431574778,0.118732671803833,723250.0,0.3768625868505685,0.8200323209741881,0.6061441943622738,0.5998861483843227,0.09881133741988742,0.5590236252282361
CL,0.1263779505826482,2.324112185422755,9.125294379560206,0.2217469406743701,2741750.0,0.35481862544824727,0.8416869232294257,0.6813451315136565,0.6478630012420424,0.11824292614600405,0.5959420654630065
CMCSA,0.1037544734900984,0.1353679531494644,1.142464320598895,0.2964419564165448,13483000.0,0.407113004557355,0.8347904773652743,0.5802150457330578,0.6826507235523477,0.22164622186282368,0.5983722953978289
CME,0.5304220232684822,0.1029837326649372,0.1281094152062837,0.795911832191526,2925780.0,0.4137578986089623,0.9648540236097072,0.578718745275815,0.9152689132425083,0.12001453638790013,0.6740883908510887
CMG,0.1013642206844055,0.3639972601764324,1.4954861388130982,0.163523852470176,899656.4,0.40480040906689274,0.8340618427257509,0.5907787749667754,0.6207467525289132,0.100509557193707,0.5669533170411052
CMI,0.0668199516988587,0.1824305251814043,0.6385756582838678,0.1306542319386993,1734600.0,0.41041390718728166,0.8235315126619448,0.5823895537803971,0.6054383786015147,0.10854734795154858,0.5601633541724246
CMS,0.1288252775851864,0.1321499003375416,1.8959216919683208,0.3420539686682401,-861250.0,0.40217721297342746,0.8424329561277213,0.5800663568400763,0.7038936137299624,0.08355775687169231,0.5843496165025366
CNC,0.0141441216609033,0.076524870534198,0.7728661009177294,0.0348271365532037,4540200.0,0.4095341896853486,0.8074740335786068,0.577496223723281,0.5608088092661204,0.13555614920495104,0.5477316079912796
CNP,0.0616146981972852,0.056012743179606,1.730939957057304,0.3336735460157362,-1719000.0,0.40325798474581787,0.8219447650176313,0.5765484687648326,0.6999905980711318,0.07530041467212503,0.5762418186387994
COO,0.279721354396384,0.1271255091925355,0.3652827134001733,0.2605138649629008,311000.0,0.41220421022042075,0.8884314832588114,0.5798342067788689,0.665917927445272,0.09484271098820964,0.5889927320410115
COP,0.1304464902352419,0.1886596237677356,0.4191450295881911,0.404751897579066,9586000.0,0.4118513658830584,0.8429271597918905,0.5826773668857763,0.7330939307619535,0.18413078898411345,0.6084793692958279
COST,0.0259092585663742,0.2745786748587165,0.4719523173608082,0.0444407115913988,5816800.0,0.4115054328861001,0.8110604685647491,0.5866472236095078,0.5652861411940282,0.14784565436609073,0.554075849785595
CPAY,0.2789864618042167,0.3024681704261237,2.0361103437433763,0.5293706059475234,1352692.8,0.4012588571461617,0.8882074616834755,0.5879358470299703,0.7911326228797069,0.10487082397733863,0.6226754922095051
CPB,0.0832019608549114,0.2182087597174574,1.6347264720171502,0.1742429595650974,761600.0,0.4038882655390874,0.8285253356197763,0.5840426733520482,0.6257389640885126,0.0991805231655632,0.5648426482938275
CPT,0.2719118410984752,0.080733481261282,0.7749106740060163,0.7391228846042658,256849.2,0.4095207959791811,0.8860508639815856,0.5776906809639085,0.888820587081374,0.09432141493926725,0.6432408248455254
CRL,0.1156300476091794,0.1525160641147284,0.9959419884066008,0.247838370081919,411847.0,0.40807285142006167,0.8384105775683917,0.5810073676075471,0.6600145670713037,0.09581353953825308,0.5750374441345547
CRM,0.1051705117069078,0.0598799395275634,0.2120194249693157,0.211110063978903,7329200.0,0.41320821612428116,0.8352221365158039,0.5767271510853306,0.6429090868602835,0.16240514645892146,0.5793961871966208
CRWD,-0.0543615699868584,-0.0597543407300496,0.6104120339101842,0.0200883252557617,689199.6,0.410598403066463,0.7865910458794871,0.5711994951599114,0.5539445001886688,0.09848354283541391,0.5337661320389753
CSCO,0.209321937806558,0.2613181762121752,0.3484540743027627,0.3059821088864492,13393600.0,0.4123144522306289,0.8669712203914621,0.5860345273675968,0.6870938603751119,0.22078559068515963,0.6093741858593795
CSGP,0.1523369930777937,0.0495813343712136,0.1803403622291478,0.2418949981833443,431642.5,0.4134157411379066,0.8496001688600865,0.576251307993422,0.6572465594721334,0.09600410580757576,0.5765166990663375
CSX,0.2742903022072994,0.2817879266559232,1.3981755410785364,0.5313368977287722,3174750.0,0.40543787688866517,0.8867759040896952,0.5869803243171717,0.7920483842834293,0.12241130757697186,0.6253566369979864
CTAS,0.156757970210165,0.3452631745616974,0.7356564778984576,0.2539084423127815,1362810.0,0.40977794460914196,0.85094784098561,0.5899131737433417,0.6628415828376517,0.10496821970161897,0.582648676807808
CTLT,-0.0606598713587558,-0.0723311089097967,1.0125649446336988,0.0872584433565319,-182800.0,0.40796395680894837,0.7846710981071041,0.5706183904213556,0.5852276506482067,0.09008902334245467,0.5394390339764297
CTRA,0.2985378729862149,0.158457110640258,0.3052838768273783,0.635664168667948,1611500.0,0.4125972540260221,0.8941674318610401,0.5812818713781999,0.8406367418165654,0.10736229540154364,0.6363855809767852
CTSH,0.10814509193212,0.1669991988304795,0.1304850972032605,0.1774557832869743,2195800.0,0.4137423358556436,0.8361288950749692,0.5816765552789885,0.6272352730236952,0.11298720364661174,0.5695824949769693
CTVA,0.0643547020513713,0.0410383125919545,0.0593206951530074,0.1634190047209014,1194400.0,0.41420852368532324,0.8227800162997383,0.5758565809565106,0.6206979217689168,0.10334697924714026,0.5617565290118948
CVS,0.0221183019180984,0.0952156124927067,1.0619855726067642,0.0519428446793078,11658200.0,0.4076402093364423,0.8099048492410161,0.5783598222697425,0.5687801109054473,0.20407933402164574,0.5606371166409425
CZR,-0.1260140110311055,-0.141638166466346,5.771542214339293,0.2326740807880484,35400.0,0.37678857668993426,0.7647488162931839,0.5674160844723344,0.6529521000546398,0.09218957952775993,0.5477865448031969
DAL,-0.1524148683956033,-1.8465868194578805,9.80059918602936,-0.0870354902079916,-1134250.0,0.3503948001503434,0.7567008896709142,0.4886395874352785,0.5040537075012886,0.0809296549533223,0.484527474409903
